Rank(w), Word, Freq(w), r*P(w), log(r), log(Freq(w)) 
846,distant,18,0.08860185023564322,2.9273703630390235,1.255272505103306,
847,die,18,0.08870658055507069,2.9278834103307068,1.255272505103306,
848,yellow,18,0.08881131087449817,2.9283958522567137,1.255272505103306,
849,fishermen,18,0.08891604119392564,2.928907690243953,1.255272505103306,
850,front,18,0.08902077151335312,2.929418925714293,1.255272505103306,
851,tall,18,0.08912550183278059,2.929929560084588,1.255272505103306,
852,regarded,18,0.08923023215220806,2.9304395947667,1.255272505103306,
853,important,17,0.08437190900098912,2.930949031167523,1.2304489213782739,
854,presented,17,0.08447082096933729,2.931457870689005,1.2304489213782739,
855,seized,17,0.08456973293768547,2.931966114728173,1.2304489213782739,
856,native,17,0.08466864490603362,2.932473764677153,1.2304489213782739,
857,Fedallah,17,0.0847675568743818,2.932980821923198,1.2304489213782739,
858,deeper,17,0.08486646884272997,2.9334872878487053,1.2304489213782739,
859,terrible,17,0.08496538081107814,2.9339931638312424,1.2304489213782739,
860,question,17,0.08506429277942631,2.934498451243568,1.2304489213782739,
861,continually,17,0.08516320474777449,2.935003151453655,1.2304489213782739,
862,opposite,17,0.08526211671612265,2.9355072658247128,1.2304489213782739,
863,After,17,0.08536102868447082,2.9360107957152097,1.2304489213782739,
864,room,17,0.08545994065281899,2.936513742478893,1.2304489213782739,
865,engaged,17,0.08555885262116716,2.9370161074648142,1.2304489213782739,
866,hull,17,0.08565776458951534,2.937517892017347,1.2304489213782739,
867,harpoons,17,0.0857566765578635,2.9380190974762104,1.2304489213782739,
868,burst,17,0.08585558852621167,2.938519725176492,1.2304489213782739,
869,bring,17,0.08595450049455984,2.9390197764486663,1.2304489213782739,
870,thrust,17,0.08605341246290801,2.9395192526186187,1.2304489213782739,
871,battle,17,0.08615232443125619,2.9400181550076634,1.2304489213782739,
872,besides,17,0.08625123639960436,2.940516484932567,1.2304489213782739,
873,dignity,17,0.08635014836795252,2.9410142437055695,1.2304489213782739,
874,loose,17,0.08644906033630069,2.941511432634403,1.2304489213782739,
875,smoking,17,0.08654797230464886,2.942008053022313,1.2304489213782739,
876,leave,17,0.08664688427299704,2.9425041061680806,1.2304489213782739,
877,wonderful,17,0.08674579624134521,2.9429995933660407,1.2304489213782739,
878,swiftly,17,0.08684470820969337,2.9434945159061026,1.2304489213782739,
879,blubber,17,0.08694362017804154,2.9439888750737717,1.2304489213782739,
880,hollow,17,0.08704253214638971,2.9444826721501687,1.2304489213782739,
881,hint,17,0.08714144411473788,2.9449759084120477,1.2304489213782739,
882,vain,17,0.08724035608308606,2.94546858513182,1.2304489213782739,
883,awful,17,0.08733926805143423,2.9459607035775686,1.2304489213782739,
884,previously,17,0.08743818001978239,2.946452265013073,1.2304489213782739,
885,duty,17,0.08753709198813056,2.9469432706978256,1.2304489213782739,
886,HIS,17,0.08763600395647873,2.9474337218870508,1.2304489213782739,
887,stern,17,0.0877349159248269,2.9479236198317262,1.2304489213782739,
888,largest,17,0.08783382789317508,2.948412965778601,1.2304489213782739,
889,rapidly,17,0.08793273986152324,2.9489017609702137,1.2304489213782739,
890,yards,17,0.08803165182987141,2.949390006644913,1.2304489213782739,
891,beyond,17,0.08813056379821958,2.949877704036875,1.2304489213782739,
892,hence,17,0.08822947576656776,2.950364854376123,1.2304489213782739,
893,lowered,17,0.08832838773491593,2.9508514588885464,1.2304489213782739,
894,pursuit,17,0.0884272997032641,2.951337518795918,1.2304489213782739,
895,whiteness,17,0.08852621167161226,2.951823035315912,1.2304489213782739,
896,aspect,17,0.08862512363996043,2.9523080096621253,1.2304489213782739,
897,intense,17,0.0887240356083086,2.952792443044092,1.2304489213782739,
898,modern,17,0.08882294757665678,2.9532763366673045,1.2304489213782739,
899,forced,16,0.08369116192471053,2.9537596917332287,1.2041199826559248,
900,rose,16,0.08378425554197941,2.9542425094393248,1.2041199826559248,
901,hunters,16,0.08387734915924827,2.954724790979063,1.2041199826559248,
902,oars,16,0.08397044277651713,2.9552065375419416,1.2041199826559248,
903,worse,16,0.084063536393786,2.9556877503135057,1.2041199826559248,
904,midnight,16,0.08415663001105486,2.9561684304753633,1.2041199826559248,
905,swam,16,0.08424972362832374,2.9566485792052033,1.2041199826559248,
906,actually,16,0.0843428172455926,2.957128197676813,1.2041199826559248,
907,precious,16,0.08443591086286147,2.957607287060095,1.2041199826559248,
908,pay,16,0.08452900448013033,2.958085848521085,1.2041199826559248,
909,leviathan,16,0.08462209809739919,2.9585638832219674,1.2041199826559248,
910,honour,16,0.08471519171466807,2.9590413923210934,1.2041199826559248,
911,swim,16,0.08480828533193693,2.9595183769729982,1.2041199826559248,
912,mystic,16,0.0849013789492058,2.959994838328416,1.2041199826559248,
913,dragged,16,0.08499447256647466,2.960470777534299,1.2041199826559248,
914,fatal,16,0.08508756618374352,2.960946195733831,1.2041199826559248,
915,meet,16,0.08518065980101239,2.9614210940664485,1.2041199826559248,
916,trying,16,0.08527375341828126,2.9618954736678504,1.2041199826559248,
917,love,16,0.08536684703555013,2.962369335670021,1.2041199826559248,
918,South,16,0.08545994065281899,2.9628426812012423,1.2041199826559248,
919,perils,16,0.08555303427008785,2.9633155113861114,1.2041199826559248,
920,inches,16,0.08564612788735672,2.963787827345555,1.2041199826559248,
921,dropping,16,0.0857392215046256,2.964259630196849,1.2041199826559248,
922,bound,16,0.08583231512189446,2.9647309210536292,1.2041199826559248,
923,steady,16,0.08592540873916332,2.965201701025912,1.2041199826559248,
924,past,16,0.08601850235643219,2.9656719712201065,1.2041199826559248,
925,content,16,0.08611159597370105,2.9661417327390325,1.2041199826559248,
926,sent,16,0.08620468959096991,2.966610986681934,1.2041199826559248,
927,fairly,16,0.08629778320823879,2.967079734144497,1.2041199826559248,
928,Is,16,0.08639087682550765,2.967547976218862,1.2041199826559248,
929,cause,16,0.08648397044277652,2.968015713993642,1.2041199826559248,
930,originally,16,0.08657706406004538,2.9684829485539352,1.2041199826559248,
931,crossing,16,0.08667015767731424,2.9689496809813427,1.2041199826559248,
932,understand,16,0.08676325129458312,2.9694159123539814,1.2041199826559248,
933,sought,16,0.08685634491185198,2.9698816437465,1.2041199826559248,
934,hinted,16,0.08694943852912085,2.9703468762300935,1.2041199826559248,
935,answer,16,0.08704253214638971,2.9708116108725178,1.2041199826559248,
936,mad,16,0.08713562576365858,2.971275848738105,1.2041199826559248,
937,surface,16,0.08722871938092744,2.971739590887778,1.2041199826559248,
938,circumstance,16,0.08732181299819632,2.9722028383790646,1.2041199826559248,
939,added,16,0.08741490661546518,2.972665592266111,1.2041199826559248,
940,fall,16,0.08750800023273404,2.9731278535996988,1.2041199826559248,
941,scientific,16,0.0876010938500029,2.973589623427257,1.2041199826559248,
942,company,16,0.08769418746727177,2.9740509027928774,1.2041199826559248,
943,amid,16,0.08778728108454065,2.9745116927373285,1.2041199826559248,
944,everything,16,0.08788037470180951,2.974971994298069,1.2041199826559248,
945,friend,16,0.08797346831907837,2.975431808509263,1.2041199826559248,
946,uncommon,16,0.08806656193634724,2.975891136401793,1.2041199826559248,
947,legs,16,0.0881596555536161,2.9763499790032735,1.2041199826559248,
948,carries,16,0.08825274917088496,2.976808337338066,1.2041199826559248,
949,advance,16,0.08834584278815384,2.977266212427293,1.2041199826559248,
950,putting,16,0.0884389364054227,2.9777236052888476,1.2041199826559248,
951,raised,16,0.08853203002269157,2.978180516937414,1.2041199826559248,
952,fully,16,0.08862512363996043,2.9786369483844743,1.2041199826559248,
953,keen,16,0.0887182172572293,2.979092900638326,1.2041199826559248,
954,rise,16,0.08881131087449817,2.979548374704095,1.2041199826559248,
955,French,16,0.08890440449176704,2.9800033715837464,1.2041199826559248,
956,died,16,0.0889974981090359,2.9804578922761,1.2041199826559248,
957,quietly,15,0.08352242974341072,2.9809119377768436,1.1760912590556813,
958,BY,15,0.08360970500960029,2.9813655090785445,1.1760912590556813,
959,eternal,15,0.08369698027578984,2.9818186071706636,1.1760912590556813,
960,longer,15,0.08378425554197941,2.9822712330395684,1.1760912590556813,
961,repeated,15,0.08387153080816896,2.9827233876685453,1.1760912590556813,
962,grey,15,0.08395880607435853,2.983175072037813,1.1760912590556813,
963,lord,15,0.08404608134054808,2.9836262871245345,1.1760912590556813,
964,somewhere,15,0.08413335660673765,2.984077033902831,1.1760912590556813,
965,concluded,15,0.0842206318729272,2.9845273133437926,1.1760912590556813,
966,lying,15,0.08430790713911678,2.9849771264154934,1.1760912590556813,
967,thinks,15,0.08439518240530633,2.9854264740830017,1.1760912590556813,
968,vicinity,15,0.0844824576714959,2.9858753573083936,1.1760912590556813,
969,nameless,15,0.08456973293768547,2.986323777050765,1.1760912590556813,
970,orders,15,0.08465700820387502,2.9867717342662448,1.1760912590556813,
971,bore,15,0.08474428347006459,2.9872192299080047,1.1760912590556813,
972,save,15,0.08483155873625414,2.9876662649262746,1.1760912590556813,
973,tried,15,0.08491883400244371,2.988112840268352,1.1760912590556813,
974,golden,15,0.08500610926863326,2.9885589568786157,1.1760912590556813,
975,Where,15,0.08509338453482283,2.989004615698537,1.1760912590556813,
976,chest,15,0.08518065980101239,2.9894498176666917,1.1760912590556813,
977,beheld,15,0.08526793506720196,2.989894563718773,1.1760912590556813,
978,Christian,15,0.08535521033339152,2.9903388547876015,1.1760912590556813,
979,exceedingly,15,0.08544248559958108,2.9907826918031377,1.1760912590556813,
980,likewise,15,0.08552976086577065,2.9912260756924947,1.1760912590556813,
981,hitherto,15,0.0856170361319602,2.9916690073799486,1.1760912590556813,
982,escape,15,0.08570431139814977,2.9921114877869495,1.1760912590556813,
983,boiling,15,0.08579158666433932,2.9925535178321354,1.1760912590556813,
984,negro,15,0.08587886193052889,2.9929950984313414,1.1760912590556813,
985,thereby,15,0.08596613719671845,2.9934362304976116,1.1760912590556813,
986,truth,15,0.08605341246290801,2.993876914941211,1.1760912590556813,
987,numerous,15,0.08614068772909757,2.9943171526696366,1.1760912590556813,
988,distinct,15,0.08622796299528714,2.9947569445876283,1.1760912590556813,
989,base,15,0.0863152382614767,2.9951962915971793,1.1760912590556813,
990,Thus,15,0.08640251352766626,2.99563519459755,1.1760912590556813,
991,earthly,15,0.08648978879385583,2.9960736544852753,1.1760912590556813,
992,leaves,15,0.08657706406004538,2.9965116721541785,1.1760912590556813,
993,drive,15,0.08666433932623495,2.996949248495381,1.1760912590556813,
994,heaven,15,0.0867516145924245,2.997386384397313,1.1760912590556813,
995,captured,15,0.08683888985861407,2.9978230807457256,1.1760912590556813,
996,virtue,15,0.08692616512480363,2.998259338423699,1.1760912590556813,
997,watching,15,0.0870134403909932,2.998695158311656,1.1760912590556813,
998,Whether,15,0.08710071565718275,2.999130541287371,1.1760912590556813,
999,island,15,0.08718799092337232,2.9995654882259823,1.1760912590556813,
1000,spite,15,0.08727526618956188,3.0,1.1760912590556813,
1001,solid,15,0.08736254145575144,3.000434077479319,1.1760912590556813,
1002,Whales,15,0.087449816721941,3.0008677215312267,1.1760912590556813,
1003,proved,15,0.08753709198813056,3.0013009330204183,1.1760912590556813,
1004,showed,15,0.08762436725432013,3.0017337128090005,1.1760912590556813,
1005,floated,15,0.08771164252050968,3.002166061756508,1.1760912590556813,
1006,wake,15,0.08779891778669925,3.0025979807199086,1.1760912590556813,
1007,unaccountable,15,0.0878861930528888,3.003029470553618,1.1760912590556813,
1008,inside,15,0.08797346831907837,3.0034605321095067,1.1760912590556813,
1009,winds,15,0.08806074358526793,3.0038911662369103,1.1760912590556813,
1010,flukes,15,0.0881480188514575,3.0043213737826426,1.1760912590556813,
1011,fail,14,0.08235294117647059,3.004751155591001,1.146128035678238,
1012,special,14,0.08243439809158085,3.0051805125037805,1.146128035678238,
1013,pipe,14,0.0825158550066911,3.0056094453602804,1.146128035678238,
1014,casks,14,0.08259731192180136,3.0060379549973173,1.146128035678238,
1015,terrors,14,0.08267876883691162,3.0064660422492318,1.146128035678238,
1016,tormented,14,0.08276022575202188,3.0068937079479006,1.146128035678238,
1017,fro,14,0.08284168266713214,3.0073209529227447,1.146128035678238,
1018,terror,14,0.08292313958224239,3.00774777800074,1.146128035678238,
1019,jolly,14,0.08300459649735265,3.0081741840064264,1.146128035678238,
1020,slid,14,0.0830860534124629,3.0086001717619175,1.146128035678238,
1021,frequently,14,0.08316751032757316,3.0090257420869104,1.146128035678238,
1022,dart,14,0.08324896724268342,3.009450895798694,1.146128035678238,
1023,furnished,14,0.08333042415779368,3.00987563371216,1.146128035678238,
1024,ends,14,0.08341188107290394,3.010299956639812,1.146128035678238,
1025,She,14,0.0834933379880142,3.010723865391773,1.146128035678238,
1026,hunted,14,0.08357479490312446,3.0111473607757975,1.146128035678238,
1027,My,14,0.08365625181823472,3.0115704435972783,1.146128035678238,
1028,pushed,14,0.08373770873334498,3.011993114659257,1.146128035678238,
1029,respect,14,0.08381916564845522,3.012415374762433,1.146128035678238,
1030,chiefly,14,0.08390062256356548,3.012837224705172,1.146128035678238,
1031,centre,14,0.08398207947867574,3.0132586652835167,1.146128035678238,
1032,marked,14,0.084063536393786,3.0136796972911926,1.146128035678238,
1033,picture,14,0.08414499330889626,3.0141003215196207,1.146128035678238,
1034,year,14,0.08422645022400652,3.0145205387579237,1.146128035678238,
1035,utmost,14,0.08430790713911678,3.0149403497929366,1.146128035678238,
1036,consider,14,0.08438936405422703,3.0153597554092144,1.146128035678238,
1037,grew,14,0.08447082096933729,3.015778756389041,1.146128035678238,
1038,yourself,14,0.08455227788444755,3.016197353512439,1.146128035678238,
1039,bold,14,0.08463373479955781,3.016615547557177,1.146128035678238,
1040,continual,14,0.08471519171466807,3.0170333392987803,1.146128035678238,
1041,Don,14,0.08479664862977832,3.017450729510536,1.146128035678238,
1042,breaking,14,0.08487810554488857,3.0178677189635055,1.146128035678238,
1043,Stand,14,0.08495956245999883,3.018284308426531,1.146128035678238,
1044,torn,14,0.08504101937510909,3.0187004986662433,1.146128035678238,
1045,age,14,0.08512247629021935,3.019116290447073,1.146128035678238,
1046,carrying,14,0.08520393320532961,3.0195316845312554,1.146128035678238,
1047,perilous,14,0.08528539012043987,3.0199466816788423,1.146128035678238,
1048,beginning,14,0.08536684703555013,3.0203612826477078,1.146128035678238,
1049,endless,14,0.08544830395066039,3.020775488193558,1.146128035678238,
1050,wood,14,0.08552976086577065,3.0211892990699383,1.146128035678238,
1051,customary,14,0.0856112177808809,3.021602716028242,1.146128035678238,
1052,revealed,14,0.08569267469599115,3.02201573981772,1.146128035678238,
1053,yield,14,0.08577413161110141,3.0224283711854865,1.146128035678238,
1054,cruising,14,0.08585558852621167,3.022840610876528,1.146128035678238,
1055,gods,14,0.08593704544132193,3.0232524596337114,1.146128035678238,
1056,brave,14,0.08601850235643219,3.0236639181977933,1.146128035678238,
1057,supposed,14,0.08609995927154244,3.024074987307426,1.146128035678238,
1058,whenever,14,0.0861814161866527,3.024485667699167,1.146128035678238,
1059,thousands,14,0.08626287310176296,3.024895960107485,1.146128035678238,
1060,afterwards,14,0.08634433001687322,3.0253058652647704,1.146128035678238,
1061,knowing,14,0.08642578693198348,3.025715383901341,1.146128035678238,
1062,spot,14,0.08650724384709374,3.0261245167454502,1.146128035678238,
1063,troubled,14,0.08658870076220399,3.0265332645232967,1.146128035678238,
1064,kings,14,0.08667015767731424,3.0269416279590295,1.146128035678238,
1065,vessels,14,0.0867516145924245,3.0273496077747564,1.146128035678238,
1066,souls,14,0.08683307150753476,3.0277572046905536,1.146128035678238,
1067,twelve,14,0.08691452842264502,3.0281644194244697,1.146128035678238,
1068,grown,14,0.08699598533775528,3.0285712526925375,1.146128035678238,
1069,eager,13,0.08085762494908943,3.028977705208778,1.1139433523068367,
1070,resolved,13,0.08093326351312038,3.0293837776852097,1.1139433523068367,
1071,observed,13,0.08100890207715133,3.029789470831856,1.1139433523068367,
1072,advancing,13,0.08108454064118228,3.030194785356751,1.1139433523068367,
1073,immediately,13,0.08116017920521325,3.030599721965951,1.1139433523068367,
1074,inserted,13,0.0812358177692442,3.0310042813635367,1.1139433523068367,
1075,aside,13,0.08131145633327515,3.031408464251624,1.1139433523068367,
1076,mast,13,0.0813870948973061,3.0318122713303706,1.1139433523068367,
1077,planted,13,0.08146273346133706,3.0322157032979815,1.1139433523068367,
1078,pleasant,13,0.08153837202536801,3.03261876085072,1.1139433523068367,
1079,met,13,0.08161401058939896,3.0330214446829107,1.1139433523068367,
1080,latter,13,0.08168964915342992,3.03342375548695,1.1139433523068367,
1081,planks,13,0.08176528771746087,3.03382569395331,1.1139433523068367,
1082,instantly,13,0.08184092628149182,3.0342272607705505,1.1139433523068367,
1083,rushed,13,0.08191656484552277,3.0346284566253203,1.1139433523068367,
1084,drag,13,0.08199220340955374,3.0350292822023683,1.1139433523068367,
1085,gaze,13,0.08206784197358469,3.0354297381845483,1.1139433523068367,
1086,Soon,13,0.08214348053761564,3.035829825252828,1.1139433523068367,
1087,token,13,0.08221911910164659,3.0362295440862948,1.1139433523068367,
1088,lightning,13,0.08229475766567755,3.036628895362161,1.1139433523068367,
1089,rush,13,0.0823703962297085,3.037027879755775,1.1139433523068367,
1090,alongside,13,0.08244603479373945,3.037426497940624,1.1139433523068367,
1091,truly,13,0.08252167335777041,3.037824750588342,1.1139433523068367,
1092,owners,13,0.08259731192180136,3.0382226383687185,1.1139433523068367,
1093,working,13,0.08267295048583231,3.038620161949703,1.1139433523068367,
1094,weary,13,0.08274858904986326,3.039017321997412,1.1139433523068367,
1095,marble,13,0.08282422761389423,3.0394141191761372,1.1139433523068367,
1096,wrinkled,13,0.08289986617792518,3.0398105541483504,1.1139433523068367,
1097,sprang,13,0.08297550474195613,3.0402066275747113,1.1139433523068367,
1098,pointing,13,0.08305114330598708,3.040602340114073,1.1139433523068367,
1099,holy,13,0.08312678187001804,3.0409976924234905,1.1139433523068367,
1100,evening,13,0.08320242043404899,3.041392685158225,1.1139433523068367,
1101,leaping,13,0.08327805899807994,3.041787318971752,1.1139433523068367,
1102,moved,13,0.0833536975621109,3.042181594515766,1.1139433523068367,
1103,afraid,13,0.08342933612614185,3.0425755124401905,1.1139433523068367,
1104,weight,13,0.0835049746901728,3.0429690733931802,1.1139433523068367,
1105,shouted,13,0.08358061325420375,3.0433622780211294,1.1139433523068367,
1106,Only,13,0.08365625181823472,3.0437551269686796,1.1139433523068367,
1107,mounted,13,0.08373189038226567,3.044147620878723,1.1139433523068367,
1108,marvellous,13,0.08380752894629662,3.044539760392411,1.1139433523068367,
1109,immense,13,0.08388316751032757,3.04493154614916,1.1139433523068367,
1110,asked,13,0.08395880607435853,3.0453229787866576,1.1139433523068367,
1111,lifted,13,0.08403444463838948,3.0457140589408676,1.1139433523068367,
1112,mention,13,0.08411008320242043,3.0461047872460387,1.1139433523068367,
1113,immortal,13,0.0841857217664514,3.0464951643347082,1.1139433523068367,
1114,storm,13,0.08426136033048234,3.04688519083771,1.1139433523068367,
1115,silently,13,0.0843369988945133,3.0472748673841794,1.1139433523068367,
1116,thin,13,0.08441263745854424,3.04766419460156,1.1139433523068367,
1117,starboard,13,0.0844882760225752,3.048053173115609,1.1139433523068367,
1118,Roman,13,0.08456391458660616,3.0484418035504044,1.1139433523068367,
1119,country,13,0.0846395531506371,3.04883008652835,1.1139433523068367,
1120,returned,13,0.08471519171466807,3.0492180226701815,1.1139433523068367,
1121,critical,13,0.08479083027869902,3.049605612594973,1.1139433523068367,
1122,slightly,13,0.08486646884272997,3.0499928569201424,1.1139433523068367,
1123,fill,13,0.08494210740676092,3.050379756261458,1.1139433523068367,
1124,sleeping,13,0.08501774597079188,3.0507663112330423,1.1139433523068367,
1125,hammock,13,0.08509338453482283,3.0511525224473814,1.1139433523068367,
1126,step,13,0.08516902309885378,3.0515383905153275,1.1139433523068367,
1127,invisible,13,0.08524466166288473,3.0519239160461065,1.1139433523068367,
1128,deemed,13,0.0853203002269157,3.0523090996473234,1.1139433523068367,
1129,heave,13,0.08539593879094665,3.052693941924968,1.1139433523068367,
1130,Parsee,13,0.0854715773549776,3.0530784434834195,1.1139433523068367,
1131,pagan,13,0.08554721591900856,3.053462604925455,1.1139433523068367,
1132,motion,13,0.08562285448303951,3.0538464268522527,1.1139433523068367,
1133,forecastle,13,0.08569849304707046,3.0542299098633974,1.1139433523068367,
1134,rushing,13,0.08577413161110141,3.0546130545568877,1.1139433523068367,
1135,ill,13,0.08584977017513237,3.0549958615291417,1.1139433523068367,
1136,An,13,0.08592540873916332,3.055378331375,1.1139433523068367,
1137,utterly,13,0.08600104730319427,3.0557604646877348,1.1139433523068367,
1138,hunt,13,0.08607668586722522,3.056142262059052,1.1139433523068367,
1139,fore,13,0.08615232443125619,3.0565237240791006,1.1139433523068367,
1140,difference,13,0.08622796299528714,3.0569048513364727,1.1139433523068367,
1141,frantic,13,0.08630360155931809,3.0572856444182146,1.1139433523068367,
1142,Radney,13,0.08637924012334905,3.0576661039098294,1.1139433523068367,
1143,considered,13,0.08645487868738,3.0580462303952816,1.1139433523068367,
1144,readily,13,0.08653051725141095,3.058426024457005,1.1139433523068367,
1145,subsequent,13,0.0866061558154419,3.0588054866759067,1.1139433523068367,
1146,skull,13,0.08668179437947286,3.059184617631371,1.1139433523068367,
1147,rare,13,0.08675743294350381,3.0595634179012676,1.1139433523068367,
1148,Be,13,0.08683307150753476,3.059941888061955,1.1139433523068367,
1149,sides,13,0.08690871007156571,3.060320028688285,1.1139433523068367,
1150,lives,13,0.08698434863559668,3.060697840353612,1.1139433523068367,
1151,prove,13,0.08705998719962763,3.0610753236297916,1.1139433523068367,
1152,ponderous,13,0.08713562576365858,3.061452479087193,1.1139433523068367,
1153,declared,13,0.08721126432768954,3.061829307294699,1.1139433523068367,
1154,neither,13,0.08728690289172049,3.0622058088197126,1.1139433523068367,
1155,glided,13,0.08736254145575144,3.062581984228163,1.1139433523068367,
1156,supper,13,0.08743818001978239,3.0629578340845103,1.1139433523068367,
1157,tore,13,0.08751381858381335,3.0633333589517497,1.1139433523068367,
1158,sit,13,0.0875894571478443,3.0637085593914173,1.1139433523068367,
1159,throw,13,0.08766509571187525,3.064083435963596,1.1139433523068367,
1160,careful,13,0.0877407342759062,3.0644579892269186,1.1139433523068367,
1161,indirectly,13,0.08781637283993717,3.064832219738574,1.1139433523068367,
1162,billows,13,0.08789201140396811,3.065206128054312,1.1139433523068367,
1163,civilized,13,0.08796764996799906,3.0655797147284485,1.1139433523068367,
1164,closely,13,0.08804328853203003,3.06595298031387,1.1139433523068367,
1165,meant,13,0.08811892709606098,3.0663259253620376,1.1139433523068367,
1166,opening,12,0.08141036830162332,3.0666985504229953,1.0791812460476249,
1167,resting,12,0.08148018851457497,3.0670708560453703,1.0791812460476249,
1168,ears,12,0.08155000872752662,3.0674428427763805,1.0791812460476249,
1169,external,12,0.08161982894047827,3.0678145111618402,1.0791812460476249,
1170,piled,12,0.08168964915342992,3.0681858617461617,1.0791812460476249,
1171,woe,12,0.08175946936638157,3.068556895072363,1.0791812460476249,
1172,partly,12,0.08182928957933322,3.068927611682072,1.0791812460476249,
1173,violent,12,0.08189910979228486,3.0692980121155293,1.0791812460476249,
1174,yonder,12,0.08196893000523651,3.0696680969115957,1.0791812460476249,
1175,need,12,0.08203875021818817,3.070037866607755,1.0791812460476249,
1176,son,12,0.08210857043113981,3.0704073217401198,1.0791812460476249,
1177,doubloon,12,0.08217839064409146,3.0707764628434346,1.0791812460476249,
1178,shark,12,0.08224821085704312,3.0711452904510828,1.0791812460476249,
1179,send,12,0.08231803106999476,3.071513805095089,1.0791812460476249,
1180,hit,12,0.08238785128294641,3.0718820073061255,1.0791812460476249,
1181,ourselves,12,0.08245767149589807,3.072249897613515,1.0791812460476249,
1182,equal,12,0.08252749170884971,3.0726174765452368,1.0791812460476249,
1183,oarsmen,12,0.08259731192180136,3.0729847446279304,1.0791812460476249,
1184,ashore,12,0.082667132134753,3.073351702386901,1.0791812460476249,
1185,lighted,12,0.08273695234770466,3.0737183503461227,1.0791812460476249,
1186,seek,12,0.08280677256065631,3.074084689028244,1.0791812460476249,
1187,nose,12,0.08287659277360795,3.074450718954591,1.0791812460476249,
1188,big,12,0.08294641298655961,3.074816440645175,1.0791812460476249,
1189,carved,12,0.08301623319951126,3.0751818546186915,1.0791812460476249,
1190,centuries,12,0.0830860534124629,3.0755469613925306,1.0791812460476249,
1191,sing,12,0.08315587362541456,3.0759117614827773,1.0791812460476249,
1192,sweep,12,0.08322569383836621,3.076276255404218,1.0791812460476249,
1193,clean,12,0.08329551405131785,3.076640443670342,1.0791812460476249,
1194,shadow,12,0.08336533426426951,3.0770043267933502,1.0791812460476249,
1195,lively,12,0.08343515447722115,3.0773679052841563,1.0791812460476249,
1196,employed,12,0.0835049746901728,3.077731179652392,1.0791812460476249,
1197,scene,12,0.08357479490312446,3.0780941504064105,1.0791812460476249,
1198,swinging,12,0.0836446151160761,3.0784568180532927,1.0791812460476249,
1199,descend,12,0.08371443532902775,3.0788191830988487,1.0791812460476249,
1200,pains,12,0.08378425554197941,3.0791812460476247,1.0791812460476249,
1201,perceived,12,0.08385407575493105,3.079543007402906,1.0791812460476249,
1202,tossing,12,0.0839238959678827,3.079904467666721,1.0791812460476249,
1203,stuff,12,0.08399371618083436,3.0802656273398448,1.0791812460476249,
1204,gliding,12,0.084063536393786,3.0806264869218056,1.0791812460476249,
1205,plenty,12,0.08413335660673765,3.080987046910887,1.0791812460476249,
1206,helped,12,0.0842031768196893,3.0813473078041325,1.0791812460476249,
1207,lived,12,0.08427299703264095,3.081707270097349,1.0791812460476249,
1208,bursting,12,0.0843428172455926,3.082066934285113,1.0791812460476249,
1209,reaching,12,0.08441263745854424,3.0824263008607717,1.0791812460476249,
1210,secured,12,0.0844824576714959,3.0827853703164503,1.0791812460476249,
1211,stout,12,0.08455227788444755,3.0831441431430524,1.0791812460476249,
1212,exceeding,12,0.08462209809739919,3.0835026198302673,1.0791812460476249,
1213,Take,12,0.08469191831035085,3.083860800866573,1.0791812460476249,
1214,tapering,12,0.0847617385233025,3.0842186867392387,1.0791812460476249,
1215,lances,12,0.08483155873625414,3.084576277934331,1.0791812460476249,
1216,intent,12,0.0849013789492058,3.084933574936716,1.0791812460476249,
1217,moving,12,0.08497119916215745,3.085290578230065,1.0791812460476249,
1218,jump,12,0.08504101937510909,3.0856472882968564,1.0791812460476249,
1219,forming,12,0.08511083958806075,3.0860037056183818,1.0791812460476249,
1220,individual,12,0.08518065980101239,3.0863598306747484,1.0791812460476249,
1221,reach,12,0.08525048001396404,3.0867156639448825,1.0791812460476249,
1222,Death,12,0.0853203002269157,3.0870712059065353,1.0791812460476249,
1223,locked,12,0.08539012043986734,3.0874264570362855,1.0791812460476249,
1224,worth,12,0.08545994065281899,3.087781417809542,1.0791812460476249,
1225,bent,12,0.08552976086577065,3.0881360887005513,1.0791812460476249,
1226,rear,12,0.08559958107872229,3.0884904701823963,1.0791812460476249,
1227,Ere,12,0.08566940129167394,3.088844562727004,1.0791812460476249,
1228,connected,12,0.0857392215046256,3.089198366805149,1.0791812460476249,
1229,heaving,12,0.08580904171757724,3.089551882886454,1.0791812460476249,
1230,falling,12,0.08587886193052889,3.089905111439398,1.0791812460476249,
1231,buried,12,0.08594868214348053,3.090258052931316,1.0791812460476249,
1232,Pacific,12,0.08601850235643219,3.090610707828407,1.0791812460476249,
1233,private,12,0.08608832256938384,3.0909630765957314,1.0791812460476249,
1234,wish,12,0.08615814278233548,3.091315159697223,1.0791812460476249,
1235,Gabriel,12,0.08622796299528714,3.0916669575956846,1.0791812460476249,
1236,strain,12,0.08629778320823879,3.092018470752797,1.0791812460476249,
1237,pulled,12,0.08636760342119043,3.0923696996291206,1.0791812460476249,
1238,shook,12,0.08643742363414209,3.0927206446840994,1.0791812460476249,
1239,fishery,12,0.08650724384709374,3.0930713063760633,1.0791812460476249,
