Name of Restaurant, City, Country Code, Day of Week, Start Time, End Time
90 Miles Cuban Café,Chicago,US,0,08:00am,08:00am
90 Miles Cuban Café,Chicago,US,1,08:00am,08:00am
90 Miles Cuban Café,Chicago,US,2,08:00am,08:00am
90 Miles Cuban Café,Chicago,US,3,08:00am,08:00am
90 Miles Cuban Café,Chicago,US,4,08:00am,08:00am
90 Miles Cuban Café,Chicago,US,5,08:00am,08:00am
90 Miles Cuban Café,Chicago,US,6,08:00am,08:00am
90 Miles Cuban Café,Chicago,US,0,10:00am,10:00am
90 Miles Cuban Café,Chicago,US,1,10:00am,10:00am
90 Miles Cuban Café,Chicago,US,2,10:00am,10:00am
90 Miles Cuban Café,Chicago,US,3,10:00am,10:00am
90 Miles Cuban Café,Chicago,US,4,10:00am,10:00am
90 Miles Cuban Café,Chicago,US,5,10:00am,10:00am
90 Miles Cuban Café,Chicago,US,6,10:00am,10:00am
90 Secondi,Melbourne,AU,0,07:30am,07:30am
90 Secondi,Melbourne,AU,1,07:30am,07:30am
90 Secondi,Melbourne,AU,2,07:30am,07:30am
90 Secondi,Melbourne,AU,3,07:30am,07:30am
90 Secondi,Melbourne,AU,4,07:30am,07:30am
90 Secondi,Melbourne,AU,5,6:00pm,6:00pm
A 2nd Cup,Houston,US,0,07:00am,07:00am
A 2nd Cup,Houston,US,1,07:00am,07:00am
A 2nd Cup,Houston,US,2,07:00am,07:00am
A 2nd Cup,Houston,US,3,07:00am,07:00am
A 2nd Cup,Houston,US,4,07:00am,07:00am
A 2nd Cup,Houston,US,5,07:00am,07:00am
A 2nd Cup,Houston,US,6,07:00am,07:00am
A Baked Joint,Washington,US,0,07:00am,07:00am
A Baked Joint,Washington,US,1,07:00am,07:00am
A Baked Joint,Washington,US,2,07:00am,07:00am
A Baked Joint,Washington,US,3,07:00am,07:00am
A Baked Joint,Washington,US,4,07:00am,07:00am
A Baked Joint,Washington,US,5,08:00am,08:00am
A Baked Joint,Washington,US,6,08:00am,08:00am
A Bite of Wyoming,San Jose,US,0,05:30am,05:30am
A Bite of Wyoming,San Jose,US,1,05:30am,05:30am
A Bite of Wyoming,San Jose,US,2,05:30am,05:30am
A Bite of Wyoming,San Jose,US,3,05:30am,05:30am
A Bite of Wyoming,San Jose,US,4,05:30am,05:30am
A Bite of Wyoming,San Jose,US,5,06:00am,06:00am
A Bite of Wyoming,San Jose,US,6,07:00am,07:00am
A Fish Called Inglewood,Inglewood,AU,1,5:00pm,5:00pm
A Fish Called Inglewood,Inglewood,AU,2,5:00pm,5:00pm
A Fish Called Inglewood,Inglewood,AU,3,5:00pm,5:00pm
A Fish Called Inglewood,Inglewood,AU,4,5:00pm,5:00pm
A Fish Called Inglewood,Inglewood,AU,5,5:00pm,5:00pm
A Fish Called Inglewood,Inglewood,AU,6,5:00pm,5:00pm
A Slice of New York,San Jose,US,1,11:00am,11:00am
A Slice of New York,San Jose,US,2,11:00am,11:00am
A Slice of New York,San Jose,US,3,11:00am,11:00am
A Slice of New York,San Jose,US,4,11:00am,11:00am
A Slice of New York,San Jose,US,5,11:00am,11:00am
A Slice of New York,San Jose,US,6,0:30pm,0:30pm
A25,Melbourne,AU,0,07:30am,07:30am
A25,Melbourne,AU,1,07:30am,07:30am
A25,Melbourne,AU,2,07:30am,07:30am
A25,Melbourne,AU,3,07:30am,07:30am
A25,Melbourne,AU,4,07:30am,07:30am
A25,Melbourne,AU,5,07:30am,07:30am
Aamaya Indian Restaurant,Brisbane,AU,0,11:00am,11:00am
Aamaya Indian Restaurant,Brisbane,AU,1,11:00am,11:00am
Aamaya Indian Restaurant,Brisbane,AU,1,5:00pm,5:00pm
Aamaya Indian Restaurant,Brisbane,AU,2,11:00am,11:00am
Aamaya Indian Restaurant,Brisbane,AU,2,5:00pm,5:00pm
Aamaya Indian Restaurant,Brisbane,AU,3,11:00am,11:00am
Aamaya Indian Restaurant,Brisbane,AU,3,5:00pm,5:00pm
Aamaya Indian Restaurant,Brisbane,AU,4,11:00am,11:00am
Aamaya Indian Restaurant,Brisbane,AU,4,5:00pm,5:00pm
Aamaya Indian Restaurant,Brisbane,AU,5,11:00am,11:00am
Aamaya Indian Restaurant,Brisbane,AU,6,11:00am,11:00am
Abb Air,Sydney,AU,0,11:00am,11:00am
Abb Air,Sydney,AU,1,11:00am,11:00am
Abb Air,Sydney,AU,2,11:00am,11:00am
Abb Air,Sydney,AU,3,11:00am,11:00am
Abb Air,Sydney,AU,4,11:00am,11:00am
Abb Air,Sydney,AU,5,11:00am,11:00am
Abb Air,Sydney,AU,6,11:00am,11:00am
Abby Lane Food & Spirits,Boston,US,0,11:30am,11:30am
Abby Lane Food & Spirits,Boston,US,1,11:30am,11:30am
Abby Lane Food & Spirits,Boston,US,2,11:30am,11:30am
Abby Lane Food & Spirits,Boston,US,3,11:30am,11:30am
Abby Lane Food & Spirits,Boston,US,4,11:30am,11:30am
Abby Lane Food & Spirits,Boston,US,5,11:30am,11:30am
Abby Lane Food & Spirits,Boston,US,6,11:30am,11:30am
ABC Kitchen,New York,US,0,0:00pm,0:00pm
ABC Kitchen,New York,US,0,5:30pm,5:30pm
ABC Kitchen,New York,US,1,0:00pm,0:00pm
ABC Kitchen,New York,US,1,5:30pm,5:30pm
ABC Kitchen,New York,US,2,0:00pm,0:00pm
ABC Kitchen,New York,US,2,5:30pm,5:30pm
ABC Kitchen,New York,US,3,0:00pm,0:00pm
ABC Kitchen,New York,US,3,5:30pm,5:30pm
ABC Kitchen,New York,US,4,0:00pm,0:00pm
ABC Kitchen,New York,US,4,5:30pm,5:30pm
ABC Kitchen,New York,US,5,11:00am,11:00am
ABC Kitchen,New York,US,5,5:30pm,5:30pm
ABC Kitchen,New York,US,6,11:00am,11:00am
ABC Kitchen,New York,US,6,5:30pm,5:30pm
Abe & Louie's,Boston,US,0,11:30am,11:30am
Abe & Louie's,Boston,US,1,11:30am,11:30am
Abe & Louie's,Boston,US,2,11:30am,11:30am
Abe & Louie's,Boston,US,3,11:30am,11:30am
Abe & Louie's,Boston,US,4,11:30am,11:30am
Abe & Louie's,Boston,US,5,11:00am,11:00am
Abe & Louie's,Boston,US,6,11:00am,11:00am
Abeno Too,London,GB,0,0:00pm,0:00pm
Abeno Too,London,GB,1,0:00pm,0:00pm
Abeno Too,London,GB,2,0:00pm,0:00pm
Abeno Too,London,GB,3,0:00pm,0:00pm
Abeno Too,London,GB,4,0:00pm,0:00pm
Abeno Too,London,GB,5,0:00pm,0:00pm
Abeno Too,London,GB,6,0:00pm,0:00pm
Aboil Cafe,Washington,US,0,08:00am,08:00am
Aboil Cafe,Washington,US,1,08:00am,08:00am
Aboil Cafe,Washington,US,2,08:00am,08:00am
Aboil Cafe,Washington,US,3,08:00am,08:00am
Aboil Cafe,Washington,US,4,08:00am,08:00am
Aboil Cafe,Washington,US,5,09:00am,09:00am
Aboil Cafe,Washington,US,6,10:00am,10:00am
Abu Zaad,London,GB,0,09:00am,09:00am
Abu Zaad,London,GB,1,09:00am,09:00am
Abu Zaad,London,GB,2,09:00am,09:00am
Abu Zaad,London,GB,3,09:00am,09:00am
Abu Zaad,London,GB,4,09:00am,09:00am
Abu Zaad,London,GB,5,09:00am,09:00am
Abu Zaad,London,GB,6,09:00am,09:00am
Abuela's Tacos,Las Vegas,US,0,09:00am,09:00am
Abuela's Tacos,Las Vegas,US,1,09:00am,09:00am
Abuela's Tacos,Las Vegas,US,2,09:00am,09:00am
Abuela's Tacos,Las Vegas,US,3,09:00am,09:00am
Abuela's Tacos,Las Vegas,US,4,09:00am,09:00am
Abuela's Tacos,Las Vegas,US,5,09:00am,09:00am
Abuela's Tacos,Las Vegas,US,6,09:00am,09:00am
Acero,Denver,US,0,3:00pm,3:00pm
Acero,Denver,US,1,3:00pm,3:00pm
Acero,Denver,US,2,3:00pm,3:00pm
Acero,Denver,US,3,3:00pm,3:00pm
Acero,Denver,US,4,3:00pm,3:00pm
Acero,Denver,US,5,11:00am,11:00am
Acero,Denver,US,6,11:00am,11:00am
ACMI Cafe & Bar,Melbourne,AU,0,08:30am,08:30am
ACMI Cafe & Bar,Melbourne,AU,1,08:30am,08:30am
ACMI Cafe & Bar,Melbourne,AU,2,08:30am,08:30am
ACMI Cafe & Bar,Melbourne,AU,3,08:30am,08:30am
ACMI Cafe & Bar,Melbourne,AU,4,08:30am,08:30am
ACMI Cafe & Bar,Melbourne,AU,5,09:30am,09:30am
ACMI Cafe & Bar,Melbourne,AU,6,10:00am,10:00am
Ad Lib,Glasgow,GB,0,11:00am,11:00am
Ad Lib,Glasgow,GB,1,11:00am,11:00am
Ad Lib,Glasgow,GB,2,11:00am,11:00am
Ad Lib,Glasgow,GB,3,11:00am,11:00am
Ad Lib,Glasgow,GB,4,11:00am,11:00am
Ad Lib,Glasgow,GB,5,11:00am,11:00am
Ad Lib,Glasgow,GB,6,11:00am,11:00am
Adair Kitchen,Houston,US,0,07:00am,07:00am
Adair Kitchen,Houston,US,1,07:00am,07:00am
Adair Kitchen,Houston,US,2,07:00am,07:00am
Adair Kitchen,Houston,US,3,07:00am,07:00am
Adair Kitchen,Houston,US,4,07:00am,07:00am
Adair Kitchen,Houston,US,5,08:00am,08:00am
Adair Kitchen,Houston,US,6,08:00am,08:00am
Addie's Thai Cafe,London,GB,0,0:00pm,0:00pm
Addie's Thai Cafe,London,GB,0,6:00pm,6:00pm
Addie's Thai Cafe,London,GB,1,0:00pm,0:00pm
Addie's Thai Cafe,London,GB,1,6:00pm,6:00pm
Addie's Thai Cafe,London,GB,2,0:00pm,0:00pm
Addie's Thai Cafe,London,GB,2,6:00pm,6:00pm
Addie's Thai Cafe,London,GB,3,0:00pm,0:00pm
Addie's Thai Cafe,London,GB,3,6:00pm,6:00pm
Addie's Thai Cafe,London,GB,4,0:00pm,0:00pm
Addie's Thai Cafe,London,GB,4,6:00pm,6:00pm
Addie's Thai Cafe,London,GB,5,6:00pm,6:00pm
Addie's Thai Cafe,London,GB,6,6:00pm,6:00pm
Adela's Italian,Phoenix,US,0,11:00am,11:00am
Adela's Italian,Phoenix,US,1,11:00am,11:00am
Adela's Italian,Phoenix,US,2,11:00am,11:00am
Adela's Italian,Phoenix,US,3,11:00am,11:00am
Adela's Italian,Phoenix,US,4,11:00am,11:00am
Adela's Italian,Phoenix,US,5,2:00pm,2:00pm
Adela's Italian,Phoenix,US,6,2:00pm,2:00pm
Adelitas Cocina y Cantina,Denver,US,0,11:00am,11:00am
Adelitas Cocina y Cantina,Denver,US,1,11:00am,11:00am
Adelitas Cocina y Cantina,Denver,US,2,11:00am,11:00am
Adelitas Cocina y Cantina,Denver,US,3,11:00am,11:00am
Adelitas Cocina y Cantina,Denver,US,4,11:00am,11:00am
Adelitas Cocina y Cantina,Denver,US,5,10:00am,10:00am
Adelitas Cocina y Cantina,Denver,US,6,10:00am,10:00am
Adelita's Taqueria,San Jose,US,0,09:00am,09:00am
Adelita's Taqueria,San Jose,US,1,09:00am,09:00am
Adelita's Taqueria,San Jose,US,2,09:00am,09:00am
Adelita's Taqueria,San Jose,US,3,09:00am,09:00am
Adelita's Taqueria,San Jose,US,4,09:00am,09:00am
Adelita's Taqueria,San Jose,US,5,09:00am,09:00am
Adelita's Taqueria,San Jose,US,6,09:00am,09:00am
Adelphi Grill,Perth,AU,0,11:30am,11:30am
Adelphi Grill,Perth,AU,1,11:30am,11:30am
Adelphi Grill,Perth,AU,2,11:30am,11:30am
Adelphi Grill,Perth,AU,3,11:30am,11:30am
Adelphi Grill,Perth,AU,4,11:30am,11:30am
Adelphi Grill,Perth,AU,5,11:30am,11:30am
Adelphi Grill,Perth,AU,6,11:30am,11:30am
Admiral Codrington,London,GB,0,11:30am,11:30am
Admiral Codrington,London,GB,1,11:30am,11:30am
Admiral Codrington,London,GB,2,11:30am,11:30am
Admiral Codrington,London,GB,3,11:30am,11:30am
Admiral Codrington,London,GB,4,11:30am,11:30am
Admiral Codrington,London,GB,5,11:30am,11:30am
Admiral Codrington,London,GB,6,0:00pm,0:00pm
Adobo Dragon,Phoenix,US,0,11:00am,11:00am
Adobo Dragon,Phoenix,US,1,11:00am,11:00am
Adobo Dragon,Phoenix,US,2,11:00am,11:00am
Adobo Dragon,Phoenix,US,3,11:00am,11:00am
Adobo Dragon,Phoenix,US,4,11:00am,11:00am
Adobo Dragon,Phoenix,US,5,11:00am,11:00am
Adobo Dragon,Phoenix,US,6,11:00am,11:00am
Aero Cafe & Bar,Sydney,AU,0,08:00am,08:00am
Aero Cafe & Bar,Sydney,AU,1,08:00am,08:00am
Aero Cafe & Bar,Sydney,AU,2,08:00am,08:00am
Aero Cafe & Bar,Sydney,AU,3,08:00am,08:00am
Aero Cafe & Bar,Sydney,AU,4,08:00am,08:00am
Aero Cafe & Bar,Sydney,AU,5,10:00am,10:00am
Aero Cafe & Bar,Sydney,AU,6,10:00am,10:00am
Affogato,Melbourne,AU,0,07:00am,07:00am
Affogato,Melbourne,AU,2,07:00am,07:00am
Affogato,Melbourne,AU,3,07:00am,07:00am
Affogato,Melbourne,AU,4,07:00am,07:00am
Affogato,Melbourne,AU,5,07:30am,07:30am
Affogato,Melbourne,AU,6,07:30am,07:30am
Afghan Express,Houston,US,0,11:30am,11:30am
Afghan Express,Houston,US,1,11:00am,11:00am
Afghan Express,Houston,US,2,11:00am,11:00am
Afghan Express,Houston,US,3,11:00am,11:00am
Afghan Express,Houston,US,4,11:00am,11:00am
Afghan Express,Houston,US,5,11:00am,11:00am
Afghan Express,Houston,US,6,11:00am,11:00am
Agave Mexican Grill,San Jose,US,0,10:00am,10:00am
Agave Mexican Grill,San Jose,US,1,10:00am,10:00am
Agave Mexican Grill,San Jose,US,2,10:00am,10:00am
Agave Mexican Grill,San Jose,US,3,10:00am,10:00am
Agave Mexican Grill,San Jose,US,4,10:00am,10:00am
Agave Mexican Grill,San Jose,US,5,10:00am,10:00am
Agave Mexican Grill,San Jose,US,6,10:00am,10:00am
Agha's Gyro Express,San Jose,US,0,11:00am,11:00am
Agha's Gyro Express,San Jose,US,1,11:00am,11:00am
Agha's Gyro Express,San Jose,US,2,11:00am,11:00am
Agha's Gyro Express,San Jose,US,3,11:00am,11:00am
Agha's Gyro Express,San Jose,US,4,11:00am,11:00am
AikoPops,Denver,US,0,11:00am,11:00am
AikoPops,Denver,US,1,11:00am,11:00am
AikoPops,Denver,US,2,11:00am,11:00am
AikoPops,Denver,US,3,11:00am,11:00am
AikoPops,Denver,US,4,11:00am,11:00am
AikoPops,Denver,US,5,11:00am,11:00am
AikoPops,Denver,US,6,11:00am,11:00am
Aim Thai Restaurant,Houston,US,1,10:00am,10:00am
Aim Thai Restaurant,Houston,US,2,10:00am,10:00am
Aim Thai Restaurant,Houston,US,3,10:00am,10:00am
Aim Thai Restaurant,Houston,US,4,10:00am,10:00am
Aim Thai Restaurant,Houston,US,5,10:00am,10:00am
Aim Thai Restaurant,Houston,US,6,10:00am,10:00am
Aisuru Sushi,Perth,AU,0,0:00pm,0:00pm
Aisuru Sushi,Perth,AU,0,6:00pm,6:00pm
Aisuru Sushi,Perth,AU,1,0:00pm,0:00pm
Aisuru Sushi,Perth,AU,1,6:00pm,6:00pm
Aisuru Sushi,Perth,AU,2,0:00pm,0:00pm
Aisuru Sushi,Perth,AU,2,6:00pm,6:00pm
Aisuru Sushi,Perth,AU,3,0:00pm,0:00pm
Aisuru Sushi,Perth,AU,3,6:00pm,6:00pm
Aisuru Sushi,Perth,AU,4,0:00pm,0:00pm
Aisuru Sushi,Perth,AU,4,6:00pm,6:00pm
Aisuru Sushi,Perth,AU,5,0:00pm,0:00pm
Aisuru Sushi,Perth,AU,5,6:00pm,6:00pm
Aisuru Sushi,Perth,AU,6,0:00pm,0:00pm
Aisuru Sushi,Perth,AU,6,6:00pm,6:00pm
Aita,Brooklyn,US,0,5:00pm,5:00pm
Aita,Brooklyn,US,1,11:00am,11:00am
Aita,Brooklyn,US,2,11:00am,11:00am
Aita,Brooklyn,US,3,11:00am,11:00am
Aita,Brooklyn,US,4,11:00am,11:00am
Aita,Brooklyn,US,5,11:00am,11:00am
Aita,Brooklyn,US,6,11:00am,11:00am
Aix Café Creperie Salon,Melbourne,AU,0,06:00am,06:00am
Aix Café Creperie Salon,Melbourne,AU,1,06:00am,06:00am
Aix Café Creperie Salon,Melbourne,AU,2,06:00am,06:00am
Aix Café Creperie Salon,Melbourne,AU,3,06:00am,06:00am
Aix Café Creperie Salon,Melbourne,AU,4,06:00am,06:00am
Aix Café Creperie Salon,Melbourne,AU,5,06:00am,06:00am
Aix Café Creperie Salon,Melbourne,AU,6,08:00am,08:00am
AJ Vietnamese Noodle House,Brisbane,AU,0,11:00am,11:00am
AJ Vietnamese Noodle House,Brisbane,AU,1,11:00am,11:00am
AJ Vietnamese Noodle House,Brisbane,AU,2,11:00am,11:00am
AJ Vietnamese Noodle House,Brisbane,AU,3,11:00am,11:00am
AJ Vietnamese Noodle House,Brisbane,AU,4,11:00am,11:00am
AJ Vietnamese Noodle House,Brisbane,AU,5,11:00am,11:00am
Ajisen Ramen,Melbourne,AU,0,11:30am,11:30am
Ajisen Ramen,Melbourne,AU,1,11:30am,11:30am
Ajisen Ramen,Melbourne,AU,2,11:30am,11:30am
Ajisen Ramen,Melbourne,AU,3,11:30am,11:30am
Ajisen Ramen,Melbourne,AU,4,11:30am,11:30am
Ajisen Ramen,Melbourne,AU,5,11:30am,11:30am
Ajisen Ramen,Melbourne,AU,6,11:30am,11:30am
Ajisen Ramen,Melbourne,AU,0,0:00pm,0:00pm
Ajisen Ramen,Melbourne,AU,1,0:00pm,0:00pm
Ajisen Ramen,Melbourne,AU,2,0:00pm,0:00pm
Ajisen Ramen,Melbourne,AU,3,0:00pm,0:00pm
Ajisen Ramen,Melbourne,AU,4,0:00pm,0:00pm
Ajisen Ramen,Melbourne,AU,5,0:00pm,0:00pm
Ajisen Ramen,Melbourne,AU,6,0:00pm,0:00pm
Akaneya Japanese Restaurant,Sydney,AU,0,11:30am,11:30am
Akaneya Japanese Restaurant,Sydney,AU,1,11:30am,11:30am
Akaneya Japanese Restaurant,Sydney,AU,2,11:30am,11:30am
Akaneya Japanese Restaurant,Sydney,AU,3,11:30am,11:30am
Akaneya Japanese Restaurant,Sydney,AU,4,11:30am,11:30am
Akaneya Japanese Restaurant,Sydney,AU,5,5:30pm,5:30pm
Akari,London,GB,1,5:00pm,5:00pm
Akari,London,GB,2,5:00pm,5:00pm
Akari,London,GB,3,5:00pm,5:00pm
Akari,London,GB,4,5:00pm,5:00pm
Akari,London,GB,5,0:00pm,0:00pm
Akari,London,GB,6,0:00pm,0:00pm
Akbar's,Glasgow,GB,0,5:00pm,5:00pm
Akbar's,Glasgow,GB,1,5:00pm,5:00pm
Akbar's,Glasgow,GB,2,5:00pm,5:00pm
Akbar's,Glasgow,GB,3,5:00pm,5:00pm
Akbar's,Glasgow,GB,4,4:30pm,4:30pm
Akbar's,Glasgow,GB,5,4:30pm,4:30pm
Akbar's,Glasgow,GB,6,2:00pm,2:00pm
AK's Takeout & Delivery,Boston,US,0,10:00am,10:00am
AK's Takeout & Delivery,Boston,US,1,10:00am,10:00am
AK's Takeout & Delivery,Boston,US,2,10:00am,10:00am
AK's Takeout & Delivery,Boston,US,3,10:00am,10:00am
AK's Takeout & Delivery,Boston,US,4,10:00am,10:00am
AK's Takeout & Delivery,Boston,US,5,10:00am,10:00am
AK's Takeout & Delivery,Boston,US,6,10:00am,10:00am
Al Arez,London,GB,0,10:00am,10:00am
Al Arez,London,GB,1,10:00am,10:00am
Al Arez,London,GB,2,10:00am,10:00am
Al Arez,London,GB,3,10:00am,10:00am
Al Arez,London,GB,4,10:00am,10:00am
Al Arez,London,GB,5,10:00am,10:00am
Al Arez,London,GB,6,10:00am,10:00am
Al Aseel Grill & Café,Houston,US,0,11:00am,11:00am
Al Aseel Grill & Café,Houston,US,1,11:00am,11:00am
Al Aseel Grill & Café,Houston,US,2,11:00am,11:00am
Al Aseel Grill & Café,Houston,US,3,11:00am,11:00am
Al Aseel Grill & Café,Houston,US,4,11:00am,11:00am
Al Aseel Grill & Café,Houston,US,5,11:00am,11:00am
Al Aseel Grill & Café,Houston,US,6,11:00am,11:00am
Al Basha Subs,Detroit,US,0,10:00am,10:00am
Al Basha Subs,Detroit,US,1,10:00am,10:00am
Al Basha Subs,Detroit,US,2,10:00am,10:00am
Al Basha Subs,Detroit,US,3,10:00am,10:00am
Al Basha Subs,Detroit,US,4,10:00am,10:00am
Al Basha Subs,Detroit,US,5,0:00pm,0:00pm
Al Dente,Glasgow,GB,0,5:00pm,5:00pm
Al Dente,Glasgow,GB,1,11:30am,11:30am
Al Dente,Glasgow,GB,2,11:30am,11:30am
Al Dente,Glasgow,GB,3,11:30am,11:30am
Al Dente,Glasgow,GB,4,11:30am,11:30am
Al Dente,Glasgow,GB,5,5:00pm,5:00pm
Al Dente,Glasgow,GB,6,5:00pm,5:00pm
Al Dente Restaurant,Boston,US,0,11:30am,11:30am
Al Dente Restaurant,Boston,US,1,11:30am,11:30am
Al Dente Restaurant,Boston,US,2,11:30am,11:30am
Al Dente Restaurant,Boston,US,3,11:30am,11:30am
Al Dente Restaurant,Boston,US,4,11:30am,11:30am
Al Dente Restaurant,Boston,US,5,11:30am,11:30am
Al Dente Restaurant,Boston,US,6,11:30am,11:30am
Aladdin Mediterranean Cuisine,Houston,US,0,10:30am,10:30am
Aladdin Mediterranean Cuisine,Houston,US,1,10:30am,10:30am
Aladdin Mediterranean Cuisine,Houston,US,2,10:30am,10:30am
Aladdin Mediterranean Cuisine,Houston,US,3,10:30am,10:30am
Aladdin Mediterranean Cuisine,Houston,US,4,10:30am,10:30am
Aladdin Mediterranean Cuisine,Houston,US,5,11:00am,11:00am
Aladdin Mediterranean Cuisine,Houston,US,6,11:00am,11:00am
Alameda,Brooklyn,US,0,5:00pm,5:00pm
Alameda,Brooklyn,US,1,5:00pm,5:00pm
Alameda,Brooklyn,US,2,5:00pm,5:00pm
Alameda,Brooklyn,US,3,5:00pm,5:00pm
Alameda,Brooklyn,US,4,5:00pm,5:00pm
Alameda,Brooklyn,US,5,5:00pm,5:00pm
Alameda,Brooklyn,US,6,1:00pm,1:00pm
Albert Park Cafe,Auckland,NZ,0,07:00am,07:00am
Albert Park Cafe,Auckland,NZ,1,07:00am,07:00am
Albert Park Cafe,Auckland,NZ,2,07:00am,07:00am
Albert Park Cafe,Auckland,NZ,3,07:00am,07:00am
Albert Park Cafe,Auckland,NZ,4,07:00am,07:00am
Albert Park Cafe,Auckland,NZ,5,07:00am,07:00am
Albertini,London,GB,0,07:00am,07:00am
Albertini,London,GB,1,07:00am,07:00am
Albertini,London,GB,2,07:00am,07:00am
Albertini,London,GB,3,07:00am,07:00am
Albertini,London,GB,4,07:00am,07:00am
Albertini,London,GB,5,07:00am,07:00am
Alchemy,London,GB,0,07:00am,07:00am
Alchemy,London,GB,1,07:00am,07:00am
Alchemy,London,GB,2,07:00am,07:00am
Alchemy,London,GB,3,07:00am,07:00am
Alchemy,London,GB,4,07:00am,07:00am
Alder & Birch Cocktails/Dining,Las Vegas,US,0,4:00pm,4:00pm
Alder & Birch Cocktails/Dining,Las Vegas,US,1,4:00pm,4:00pm
Alder & Birch Cocktails/Dining,Las Vegas,US,2,4:00pm,4:00pm
Alder & Birch Cocktails/Dining,Las Vegas,US,3,4:00pm,4:00pm
Alder & Birch Cocktails/Dining,Las Vegas,US,4,4:00pm,4:00pm
Alder & Birch Cocktails/Dining,Las Vegas,US,5,4:00pm,4:00pm
Alder & Birch Cocktails/Dining,Las Vegas,US,6,4:00pm,4:00pm
Ale House At Amato's,Denver,US,0,11:00am,11:00am
Ale House At Amato's,Denver,US,1,11:00am,11:00am
Ale House At Amato's,Denver,US,2,11:00am,11:00am
Ale House At Amato's,Denver,US,3,11:00am,11:00am
Ale House At Amato's,Denver,US,4,11:00am,11:00am
Ale House At Amato's,Denver,US,5,11:00am,11:00am
Ale House At Amato's,Denver,US,6,11:00am,11:00am
Alexanders,Liverpool,GB,0,07:30am,07:30am
Alexanders,Liverpool,GB,1,07:30am,07:30am
Alexanders,Liverpool,GB,2,07:30am,07:30am
Alexanders,Liverpool,GB,3,07:30am,07:30am
Alexanders,Liverpool,GB,4,07:30am,07:30am
Alfa Piehouse,Washington,US,0,07:00am,07:00am
Alfa Piehouse,Washington,US,1,07:00am,07:00am
Alfa Piehouse,Washington,US,2,07:00am,07:00am
Alfa Piehouse,Washington,US,3,07:00am,07:00am
Alfa Piehouse,Washington,US,4,07:00am,07:00am
Alfa Piehouse,Washington,US,5,10:00am,10:00am
Alfredo Authentic Italian Restaurant,Sydney,AU,0,0:00pm,0:00pm
Alfredo Authentic Italian Restaurant,Sydney,AU,0,6:00pm,6:00pm
Alfredo Authentic Italian Restaurant,Sydney,AU,1,0:00pm,0:00pm
Alfredo Authentic Italian Restaurant,Sydney,AU,1,6:00pm,6:00pm
Alfredo Authentic Italian Restaurant,Sydney,AU,2,0:00pm,0:00pm
Alfredo Authentic Italian Restaurant,Sydney,AU,2,6:00pm,6:00pm
Alfredo Authentic Italian Restaurant,Sydney,AU,3,0:00pm,0:00pm
Alfredo Authentic Italian Restaurant,Sydney,AU,3,6:00pm,6:00pm
Alfredo Authentic Italian Restaurant,Sydney,AU,4,0:00pm,0:00pm
Alfredo Authentic Italian Restaurant,Sydney,AU,4,6:00pm,6:00pm
Alfredo Authentic Italian Restaurant,Sydney,AU,5,6:00pm,6:00pm
Alfred's Pizzeria,Perth,AU,0,3:00pm,3:00pm
Alfred's Pizzeria,Perth,AU,1,3:00pm,3:00pm
Alfred's Pizzeria,Perth,AU,2,3:00pm,3:00pm
Alfred's Pizzeria,Perth,AU,3,3:00pm,3:00pm
Alfred's Pizzeria,Perth,AU,4,3:00pm,3:00pm
Alfred's Pizzeria,Perth,AU,5,3:00pm,3:00pm
Alfred's Pizzeria,Perth,AU,6,3:00pm,3:00pm
Ali Baba,Boston,US,0,11:00am,11:00am
Ali Baba,Boston,US,1,11:00am,11:00am
Ali Baba,Boston,US,2,11:00am,11:00am
Ali Baba,Boston,US,3,11:00am,11:00am
Ali Baba,Boston,US,4,11:00am,11:00am
Ali Baba,Boston,US,5,11:00am,11:00am
Ali Baba,Boston,US,6,11:00am,11:00am
Alice's Makan,Sydney,AU,0,09:30am,09:30am
Alice's Makan,Sydney,AU,1,09:30am,09:30am
Alice's Makan,Sydney,AU,2,09:30am,09:30am
Alice's Makan,Sydney,AU,3,09:30am,09:30am
Alice's Makan,Sydney,AU,4,09:30am,09:30am
Alicia Fusion Bistro,Seattle,US,0,0:00pm,0:00pm
Alicia Fusion Bistro,Seattle,US,1,0:00pm,0:00pm
Alicia Fusion Bistro,Seattle,US,2,0:00pm,0:00pm
Alicia Fusion Bistro,Seattle,US,3,0:00pm,0:00pm
Alicia Fusion Bistro,Seattle,US,4,0:00pm,0:00pm
Alicia Fusion Bistro,Seattle,US,5,0:00pm,0:00pm
Alicia Fusion Bistro,Seattle,US,6,0:00pm,0:00pm
Aliment,Perth,AU,0,07:00am,07:00am
Aliment,Perth,AU,1,07:00am,07:00am
Aliment,Perth,AU,2,07:00am,07:00am
Aliment,Perth,AU,3,07:00am,07:00am
Aliment,Perth,AU,4,07:00am,07:00am
Aliment,Perth,AU,5,07:00am,07:00am
Aliment,Perth,AU,6,08:00am,08:00am
Alinea,Chicago,US,2,5:00pm,5:00pm
Alinea,Chicago,US,2,8:00pm,8:00pm
Alinea,Chicago,US,3,5:00pm,5:00pm
Alinea,Chicago,US,3,8:00pm,8:00pm
Alinea,Chicago,US,4,8:00pm,8:00pm
Alinea,Chicago,US,5,5:00pm,5:00pm
Alinea,Chicago,US,5,8:00pm,8:00pm
